book_a;book_b;count
0441569595;0449212602;4
067169071X;0451184963;4
1551665301;0684814994;4
0441569595;0446310786;4
0380721643;0553284789;4
0441569595;0553278746;4
0553584049;051513287X;4
0441569595;0385504209;4
0515122491;042518630X;4
0786866586;0385504209;4
0451166892;0440213525;4
0451166892;0385507593;4
0441569595;0345337662;4
0440225825;0446610038;4
0553582526;042516098X;4
0440225825;0446612545;4
0380001411;0671001795;4
0385472943;0316693235;4
038531258X;0440498058;4
0099387913;0671880314;4
0441569595;0316769487;4
0786868619;0316666343;4
0679742298;0804111359;4
0553584049;0515126772;4
0441569595;0380789019;4
0553584049;0515131229;4
1551665301;0671001795;4
0385720955;0452282152;4
0061092177;0380789035;4
0345413350;0440212561;4
0446600253;0380002930;4
038531258X;0060934417;4
067169071X;0375727345;4
1880418568;0451167317;4
0743225406;0440940001;4
0061092886;0061097853;4
0552142379;0552131067;4
0345446860;0446672211;4
039592720X;0060915544;4
0786868619;0316601950;4
0375826688;0345325818;4
0618002235;0590353403;4
0743225406;0446604801;4
0385720920;0805063897;4
0679742298;0064407667;4
0786868619;0312195516;4
1880418568;044021145X;4
0060809833;0451524934;4
0446600474;0385335830;4
0380721643;0425188787;4
0743225406;0425167313;4
1880418568;0375504397;4
0345413865;0446672211;4
155166674X;044023722X;4
0679439382;0375703764;4
0786868619;0375726403;4
193156146X;0312278586;4
0786868619;0375707972;4
0375414053;0671027360;4
1880418568;0743211375;4
0385472943;0446606189;4
0380721643;0425178951;4
044661193X;1400031354;4
0451166892;0684872153;4
0671683993;0385474016;4
0446600474;0425163407;4
0451166892;0684865742;4
0385472943;0446610038;4
0553292722;0446607657;4
0345413377;0812550757;4
0395083567;0312976275;4
1878424319;0385484518;4
0743224574;0142001740;4
0786868015;0743211383;4
0099747200;0312195516;4
0345413377;1400031354;4
0618002235;0439136350;4
0553258001;0446672211;4
0618002235;0439064864;4
038529929X;0399145087;4
0099747200;0316666343;4
0441627404;0385504209;4
0553578693;0671028375;4
0553584049;0446606189;4
0618002235;034538475X;4
0786866276;0385720106;4
0452268060;0743418174;4
0671683993;0553268449;4
0441627404;0394820371;4
0395083567;0312966091;4
0679742298;0316666343;4
0425135020;0425152898;4
0425135020;0425157539;4
0786866276;0142000205;4
0446600474;034541389X;4
038529929X;0345337662;4
0395083567;0671001795;4
0099747200;0345361792;4
038529929X;0316666343;4
0060809833;0449212602;4
0553289691;0670892963;4
038529929X;0345384466;4
1880418568;0345313860;4
0375826688;043935806X;4
0375826688;0439064864;4
0330262130;0156027321;4
0452268060;0671003755;4
0330262130;0064407667;4
038542471X;0385472951;4
0618002235;0441790348;4
0395083567;0385504209;4
0440225817;0316666343;4
0375506039;0786868716;4
0743211375;0553268880;4
038542471X;0385493800;4
038542471X;0385497466;4
038542471X;0385504209;4
0385507593;0451166892;4
0425151867;0553582747;4
0140042598;034536676X;4
0312924801;0375706771;4
0140042598;0316666343;4
0385507593;0449212602;4
0375506039;0670839531;4
0312924801;0345370775;4
0425184943;0312305060;4
0671038443;0440236673;4
0060916508;0060392452;4
0385720467;0385504209;4
0345447840;0786862564;4
0670031909;0670030643;4
0312924801;0440122090;4
037582233X;038542017X;4
0060916508;0060987529;4
0671038443;0446605484;4
1931561648;0515135062;4
0553578685;0312983867;4
0345447840;0786868716;4
0671695169;0440176484;4
0440122090;0385482388;4
0786817070;1400034779;4
0394800168;039480001X;4
0345447840;0743418174;4
0312924801;0425169863;4
0786817070;0786808551;4
0140042598;0374129983;4
0312924801;0312195516;4
0312924801;0425154092;4
0061094129;0440225701;4
0312924801;0425147622;4
0671670689;0440201926;4
0671038443;0345413903;4
0375506039;0385502532;4
055356773X;0446610038;4
037541309X;0140293248;4
037541309X;0312144075;4
0553583980;0515128554;4
0375506039;0375727345;4
0394800168;0440226430;4
0375506039;038079487X;4
0385507593;0399145672;4
0385507593;0385722206;4
0451180429;0553280341;4
0375506039;0452282829;4
0345409469;0345370775;4
0394800168;0439064864;4
055357258X;0553574639;4
038542471X;0440220602;4
0446606324;0446608890;4
038542471X;0439064864;4
038542471X;043935806X;4
0552137030;0552134619;4
0671695169;0440200563;4
0842332340;0842329129;4
0441009239;0345423402;4
0842332340;0842329242;4
0060916508;0446391301;4
0441009239;0345361792;4
0451180429;0446610038;4
0060916508;0449212602;4
0671036505;0452281903;4
0842332340;0842332251;4
0671695169;044022165X;4
0451180429;0446612790;4
0553292722;067976402X;4
0786817070;0060930535;4
0786817070;0064407667;4
0441009239;0375504397;4
0786808551;0786817070;4
0385504470;0385504209;4
0441009239;0375726403;4
0345447867;0312971346;4
0345447867;0312966091;4
0553566040;0316666343;4
0312952716;0440206154;4
0446606324;0446604844;4
0743206061;0743206045;4
0446606324;0446607657;4
0446606324;0446607711;4
0743206061;0743245520;4
0312952716;0440221471;4
0679735909;0064407675;4
0446613436;0446608955;4
084232920X;0842332278;4
0743206061;0786868716;4
0671695169;0671729411;4
0451180429;0446606189;4
0553289691;0375706771;4
0679735909;0140143505;4
0446606324;0446610038;4
0743206061;0743454529;4
0060916508;0316776963;4
0441009239;0441001971;4
0842332278;0842329277;4
0385720467;0375727345;4
0441009239;0441003745;4
037582233X;0380002930;4
0552137030;0380813815;4
0842332278;084232920X;4
0060916508;0156027321;4
0446613436;0316666343;4
0679735909;0316777722;4
0385504470;0393319296;4
0679735909;0316666343;4
0553289691;0385484518;4
0060916508;0375726403;4
0679441018;0312195516;4
0375506039;0312305060;4
038072118X;0553280341;4
037541309X;0316666343;4
0553583980;0553573209;4
037582233X;0440998050;4
0553583980;0515136530;4
1931561648;0385504209;4
0671695126;0671729462;4
0671695126;067164257X;4
0446525804;0385504209;3
0385504470;1400031354;3
0380792745;0446670111;3
0679721886;0316666343;3
0099747200;0312274920;3
0425157539;0446603929;3
0440202043;0312978383;3
0440202043;0312924801;3
0553563521;0345413881;3
0553563521;0345413865;3
0064407055;0446675059;3
0887307876;014028009X;3
0440217563;0374129983;3
034540761X;0446359866;3
0140280464;0060920084;3
0887307876;0140293248;3
0446604232;0515102652;3
0425157539;0446600474;3
0446525804;0399150439;3
0345404769;0446611212;3
0345409973;0684867621;3
0345404769;0446606324;3
0140282033;0060930535;3
0451191137;0439064864;3
0385509456;0553272535;3
0887307876;0140067477;3
0345409973;068484477X;3
0064407055;0553213105;3
0099747200;014029628X;3
0380792745;0515133639;3
0345423615;067976402X;3
0451202341;0140244824;3
0345404769;0446607711;3
0140067779;044021145X;3
0553582763;0671004530;3
0887307876;0066214122;3
0679721886;0316769487;3
0451197399;0385504209;3
0887307876;0060938455;3
0140280464;0060987103;3
0451191137;0439139597;3
0140067779;0440214041;3
0425119920;0345337662;3
0140067779;0385722435;3
0446523569;059035342X;3
0440212359;014025448X;3
0140280553;0802130208;3
0345424719;0316284955;3
0679721886;0060987529;3
0440212359;0140254544;3
0099747200;0330367358;3
0140042393;0425169693;3
0446525804;0316153915;3
0679721886;0060987103;3
0446525804;0316693235;3
0446525804;0316693200;3
0345424719;0151008116;3
0446525804;0316666343;3
0140042598;0802132952;3
0345424719;0312195516;3
0887307876;0345370775;3
0064407055;044022103X;3
052594527X;014100018X;3
0064407055;0440219078;3
0887307876;0345378490;3
0811811409;0439139597;3
0553584510;0061015725;3
034540761X;044023722X;3
0380792745;0441003745;3
0099747200;0345337662;3
034540761X;0743206029;3
0812548094;0812517725;3
0812548094;0812511816;3
0553562738;0345339703;3
0446604232;0671701231;3
0345424719;0345389964;3
0812548094;0886777844;3
0446525804;0312265859;3
0553563521;0316666343;3
0446523569;0590353403;3
0099747200;0330375253;3
0446604232;0671534718;3
0446604232;0671568175;3
0679721886;0060938455;3
0345434803;0060987561;3
0140067779;0385505833;3
0446604232;0671014919;3
0451191137;0385490445;3
0140280553;1400031354;3
0553584510;0380718332;3
0440212359;068484477X;3
0684815451;0312966091;3
0679744398;0375707972;3
0812509250;0380789035;3
0440212359;0743237188;3
0671016768;0671003755;3
0451191137;0440219078;3
0553280589;068484477X;3
0679457313;0440180295;3
0385496095;0060502258;3
0446604232;0553582747;3
0446600253;0060256672;3
0553562738;0316776963;3
0451191137;044023722X;3
0385496095;0060938455;3
0140280553;0971880107;3
0064407055;0440498058;3
0064407055;0440407524;3
0380792745;0441304834;3
0064407055;0440998050;3
0380805995;044021145X;3
0886777844;0812551486;3
0886777844;0812551478;3
0684815451;0440183057;3
0886777844;0425169863;3
0425119920;0425130711;3
0064407055;0842329129;3
0140042598;0679745203;3
0140042598;0679735771;3
0140042598;0679742298;3
0525945210;0786868716;3
0140282033;059035342X;3
0140282033;0452282152;3
0525945210;0842329242;3
0140042393;0440211727;3
0679457313;0425152251;3
0525945210;0894803204;3
0671014196;0345413903;3
0679744398;0345337662;3
0440216745;0142000205;3
0451191137;0385504209;3
0886777844;0440214041;3
0679744398;0316789089;3
0446523569;0446608955;3
0525945210;0743237188;3
0553280589;0679429220;3
0553562738;0142001740;3
0886777844;0345350499;3
0525945210;0743418174;3
0140042598;0679723161;3
0140067779;0446608955;3
0553563521;0425107469;3
0140042393;0440220602;3
0345423615;0446610038;3
0886777844;0380789019;3
0440202043;155874262X;3
0440202043;080410753X;3
0451197399;0440212561;3
0515132268;0894808249;3
0553584049;0671014196;3
0553280589;0684801523;3
0440202043;0446606812;3
0385504470;0345337662;3
0140282033;0316666343;3
0140042598;0439136369;3
0140282033;0345370775;3
0679721886;038542017X;3
0679744398;0345378482;3
0385504470;1592400876;3
0515133639;0375726403;3
0886777844;0804106304;3
0886777844;0804114986;3
0515132268;1551665301;3
0380805995;0439139597;3
0684815451;0380718340;3
0679721886;0375726403;3
0671016768;0385479565;3
0515133639;0375702709;3
0515135739;0440225701;3
0553281747;0385507593;3
084232920X;0553582526;3
0440202043;0515128554;3
0440202043;0515128546;3
006440630X;0064405176;3
0811811409;0380702843;3
0446525502;0786868716;3
0440202043;0451190556;3
0440202043;0451190548;3
0345423615;0590353403;3
0345423615;0618002219;3
0345423615;0618002227;3
0440202043;0451190572;3
0553582763;0671793489;3
0345423615;0553573403;3
0345423615;0553574574;3
0812548051;0312983867;3
0385509510;0385722206;3
0553582763;0446608815;3
0380792745;0380728133;3
0812548051;0312966970;3
0553582763;0446610038;3
0440201926;0515136379;3
0515133302;0767902521;3
0425161722;0451172817;3
0345425308;0425169863;3
0812548051;0345314255;3
0679744398;043935806X;3
0451191137;0802132952;3
0440212359;0671003755;3
0140067779;0316666343;3
0451197399;0312976275;3
0385509510;0439064864;3
0380792745;0375726403;3
0811811409;055321313X;3
0679744398;0439064872;3
0671016768;0425153975;3
0894805770;080411109X;3
0671016768;0425154092;3
0679721037;0316666343;3
0385509510;0375727345;3
0679721037;0312278586;3
0679721037;0140119906;3
0440216745;0385484518;3
0440217547;0786868716;3
0385509510;0385475721;3
0440217547;087113795X;3
052594527X;0439064864;3
0440217547;0842329129;3
0345425308;0316666343;3
0812543262;0440211727;3
006440630X;0380002930;3
0140053204;0061092606;3
0440216745;042516098X;3
0140067779;0312195516;3
006440630X;0375706771;3
0345425308;0671729411;3
0345409973;0451403703;3
0385509510;0452268060;3
0385504470;0767902513;3
0345425308;067976402X;3
0684810395;0399145087;3
0440217547;067164257X;3
0812543262;0385479565;3
0345425707;0060199652;3
006440630X;0060987529;3
0446604658;0060928336;3
0553582763;0440221471;3
0671016768;0425182878;3
0345409973;0451172817;3
0553562967;0385482388;3
0812543262;0553572997;3
0679720200;0786885688;3
052594527X;044651862X;3
0345425308;0553268880;3
0440217547;0679746048;3
0812543262;0440224764;3
0140042393;0345337662;3
0451197399;0312971346;3
006440630X;0440498058;3
0345425308;0064471063;3
0446525774;0446604844;3
0451191137;044651652X;3
0425161722;0425171396;3
0385509510;014131088X;3
0385504470;0805062971;3
0385509510;0060928336;3
0385504470;0316168688;3
0812548051;0812511816;3
0425161722;0440224764;3
0385496095;0671003755;3
0380807343;0517149257;3
0140042393;0385504209;3
0679721037;1558743669;3
0425161722;0385504209;3
0425161722;044022165X;3
0385496095;0670880728;3
0671016768;067976402X;3
0440217547;1558745017;3
0380805995;0446611808;3
0451197399;0312990456;3
0380805995;0446609404;3
0385496095;014100018X;3
0812548094;0312983867;3
0812548094;0312966970;3
0811811409;0446365386;3
0515135739;0446610038;3
0812548051;0880381736;3
0886773520;0345384466;3
0553565915;0786868716;3
0671016768;0425147622;3
0451191137;0553279378;3
0812548051;0886777844;3
0553563521;0553268880;3
0671014196;0140293248;3
0345434803;0440224624;3
0811825558;080410526X;3
0671016768;0553279378;3
0684801221;0439064864;3
0515133876;0385504209;3
0553566040;0440236703;3
0671014196;0446610038;3
0140280464;038531258X;3
0811811409;0061009059;3
0446604089;0380718340;3
0140258795;0802130208;3
055356773X;0140265686;3
0385494246;067976402X;3
0440183057;0671004530;3
0679723110;0345337662;3
0140258795;0804111359;3
0099387913;0446670251;3
0811811409;0060987103;3
0345404475;0743412028;3
0385494246;0684801523;3
0140258795;0842329129;3
0553563521;0553279912;3
0553281747;0441172717;3
0440183057;0671004549;3
0345434803;0439136350;3
0886773520;0345313860;3
0886773520;0345314255;3
0553582801;0060928336;3
0811825558;0877017883;3
0345404475;0971880107;3
0886773520;0345342968;3
0515133876;0345384466;3
0553283685;0060392452;3
0553584383;0553583468;3
0886773520;0375703764;3
0515132268;0671001795;3
0684801221;0553250426;3
0440204208;034541389X;3
0440204208;0345413873;3
0886773520;0380789035;3
0345404475;0802130208;3
0099387913;0552134643;3
0515133876;0380813815;3
0425161242;0671027387;3
0440183057;0671758896;3
0446600253;0375727345;3
0425119920;0451186362;3
0515133876;0375706771;3
0684801221;0446310786;3
0140280464;0375702709;3
0446600253;0440180295;3
0140280464;0375705856;3
0446600253;0439064864;3
0684801051;140003065X;3
0679723110;0399501487;3
0140258795;0553572997;3
0515133639;0380792745;3
0515132268;0515134384;3
0425161242;0553279556;3
0140258795;0449212602;3
0440204208;0446611212;3
0679723110;0440998050;3
0140258795;0449005615;3
0140258795;0452269571;3
0440204208;0446604801;3
0345434803;0451160525;3
0140280464;0375726403;3
0440183057;0451156609;3
0553563521;0743418174;3
0140258795;0451169530;3
0553283685;0345339738;3
0812550757;0553262505;3
0553563521;0553572202;3
0880381736;0812513738;3
0880381736;0812548051;3
0880381736;0812511816;3
0345404475;0684801523;3
0836221362;0836218353;3
0553582801;0375705856;3
0553281747;0441569595;3
0679723110;0380002930;3
0812550757;0316769487;3
0140280464;038079487X;3
0679723110;0385722206;3
0684801221;0060976845;3
0684801221;0060930535;3
0684801221;0060929871;3
0684801221;0060958022;3
0684801221;0345313860;3
0425161242;0553582747;3
0679723110;0385504209;3
0684801221;0316569321;3
0886777631;0552128481;3
0345423615;0425119653;3
0553584383;155166674X;3
0886777631;0552131067;3
0886777631;0552131075;3
0345384911;0380710218;3
0886777631;0812511816;3
0440204194;0440235596;3
0446600253;0312966970;3
0440204194;0446611867;3
0140042393;0446310786;3
0140280464;0385722206;3
0553565915;0446608955;3
0515133639;0679429220;3
0451191137;0345361792;3
0684810395;0553801430;3
0345384911;0451151259;3
0553582763;0743417682;3
0345423615;0441569595;3
0440216745;0060987561;3
0440204194;0380718340;3
0515133639;0441003745;3
0440204194;0312924801;3
